age_group,period_flood,pb_level,f_sys,BLL0,threshold_ug_dl,dBLL,exceed
Child_3_6y,Recovery,C_med,0.5,1,5,4.140024902980233,1
Child_3_6y,Recovery,C_med,0.5,2,3.5,4.140024902980233,1
Child_3_6y,Recovery,C_med,0.5,2,5,4.140024902980233,1
Child_3_6y,Recovery,C_med,0.75,0.5,3.5,6.210037354470349,1
Child_3_6y,Recovery,C_med,0.75,0.5,5,6.210037354470349,1
Child_3_6y,Recovery,C_med,0.75,1,3.5,6.210037354470349,1
Child_3_6y,Recovery,C_med,0.75,1,5,6.210037354470349,1
Child_3_6y,Recovery,C_med,0.75,2,3.5,6.210037354470348,1
Child_3_6y,Recovery,C_med,0.75,2,5,6.210037354470348,1
Child_3_6y,Recovery,C_med,1,0.5,3.5,8.280049805960466,1
Child_3_6y,Recovery,C_med,1,0.5,5,8.280049805960466,1
Child_3_6y,Recovery,C_med,1,1,3.5,8.280049805960466,1
Child_3_6y,Recovery,C_med,1,1,5,8.280049805960466,1
Child_3_6y,Recovery,C_med,1,2,3.5,8.280049805960466,1
Child_3_6y,Recovery,C_med,1,2,5,8.280049805960466,1
Child_3_6y,Recovery,C_high,0.25,0.5,3.5,5.498742635329248,1
Child_3_6y,Recovery,C_high,0.25,0.5,5,5.498742635329248,1
Child_3_6y,Recovery,C_high,0.25,1,3.5,5.498742635329248,1
Child_3_6y,Recovery,C_high,0.25,1,5,5.498742635329248,1
Child_3_6y,Recovery,C_high,0.25,2,3.5,5.498742635329248,1
Child_3_6y,Recovery,C_high,0.25,2,5,5.498742635329248,1
Child_3_6y,Recovery,C_high,0.5,0.5,3.5,10.997485270658496,1
Child_3_6y,Recovery,C_high,0.5,0.5,5,10.997485270658496,1
Child_3_6y,Recovery,C_high,0.5,1,3.5,10.997485270658496,1
Child_3_6y,Recovery,C_high,0.5,1,5,10.997485270658496,1
Child_3_6y,Recovery,C_high,0.5,2,3.5,10.997485270658496,1
Child_3_6y,Recovery,C_high,0.5,2,5,10.997485270658496,1
Child_3_6y,Recovery,C_high,0.75,0.5,3.5,16.49622790598774,1
Child_3_6y,Recovery,C_high,0.75,0.5,5,16.49622790598774,1
Child_3_6y,Recovery,C_high,0.75,1,3.5,16.49622790598774,1
Child_3_6y,Recovery,C_high,0.75,1,5,16.49622790598774,1
Child_3_6y,Recovery,C_high,0.75,2,3.5,16.49622790598774,1
Child_3_6y,Recovery,C_high,0.75,2,5,16.49622790598774,1
Child_3_6y,Recovery,C_high,1,0.5,3.5,21.99497054131699,1
Child_3_6y,Recovery,C_high,1,0.5,5,21.99497054131699,1
Child_3_6y,Recovery,C_high,1,1,3.5,21.99497054131699,1
Child_3_6y,Recovery,C_high,1,1,5,21.99497054131699,1
Child_3_6y,Recovery,C_high,1,2,3.5,21.99497054131699,1
Child_3_6y,Recovery,C_high,1,2,5,21.99497054131699,1
Child_7_12y,Disturbance,C_low,0.25,0.5,3.5,2.1410967808202503,0
Child_7_12y,Disturbance,C_low,0.25,0.5,5,2.1410967808202503,0
Child_7_12y,Disturbance,C_low,0.25,1,3.5,2.1410967808202503,0
Child_7_12y,Disturbance,C_low,0.25,1,5,2.1410967808202503,0
Child_7_12y,Disturbance,C_low,0.25,2,3.5,2.1410967808202503,1
Child_7_12y,Disturbance,C_low,0.25,2,5,2.1410967808202503,0
Child_7_12y,Disturbance,C_low,0.5,0.5,3.5,4.282193561640501,1
Child_7_12y,Disturbance,C_low,0.5,0.5,5,4.282193561640501,0
Child_7_12y,Disturbance,C_low,0.5,1,3.5,4.282193561640501,1
Child_7_12y,Disturbance,C_low,0.5,1,5,4.282193561640501,1
Child_7_12y,Disturbance,C_low,0.5,2,3.5,4.282193561640501,1
Child_7_12y,Disturbance,C_low,0.5,2,5,4.282193561640501,1
Child_7_12y,Disturbance,C_low,0.75,0.5,3.5,6.423290342460751,1
Child_7_12y,Disturbance,C_low,0.75,0.5,5,6.423290342460751,1
Child_7_12y,Disturbance,C_low,0.75,1,3.5,6.423290342460751,1
Child_7_12y,Disturbance,C_low,0.75,1,5,6.423290342460751,1
Child_7_12y,Disturbance,C_low,0.75,2,3.5,6.423290342460751,1
Child_7_12y,Disturbance,C_low,0.75,2,5,6.423290342460751,1
Child_7_12y,Disturbance,C_low,1,0.5,3.5,8.564387123281001,1
Child_7_12y,Disturbance,C_low,1,0.5,5,8.564387123281001,1
Child_7_12y,Disturbance,C_low,1,1,3.5,8.564387123281001,1
Child_7_12y,Disturbance,C_low,1,1,5,8.564387123281001,1
Child_7_12y,Disturbance,C_low,1,2,3.5,8.564387123281001,1
Child_7_12y,Disturbance,C_low,1,2,5,8.564387123281001,1
Child_7_12y,Disturbance,C_med,0.25,0.5,3.5,3.773622099831803,1
Child_7_12y,Disturbance,C_med,0.25,0.5,5,3.773622099831803,0
Child_7_12y,Disturbance,C_med,0.25,1,3.5,3.773622099831803,1
Child_7_12y,Disturbance,C_med,0.25,1,5,3.773622099831803,0
Child_7_12y,Disturbance,C_med,0.25,2,3.5,3.773622099831803,1
Child_7_12y,Disturbance,C_med,0.25,2,5,3.773622099831803,1
Child_7_12y,Disturbance,C_med,0.5,0.5,3.5,7.547244199663606,1
Child_7_12y,Disturbance,C_med,0.5,0.5,5,7.547244199663606,1
Child_7_12y,Disturbance,C_med,0.5,1,3.5,7.547244199663606,1
Child_7_12y,Disturbance,C_med,0.5,1,5,7.547244199663606,1
Child_7_12y,Disturbance,C_med,0.5,2,3.5,7.547244199663606,1
Child_7_12y,Disturbance,C_med,0.5,2,5,7.547244199663606,1
Child_7_12y,Disturbance,C_med,0.75,0.5,3.5,11.32086629949541,1
Child_7_12y,Disturbance,C_med,0.75,0.5,5,11.32086629949541,1
Child_7_12y,Disturbance,C_med,0.75,1,3.5,11.32086629949541,1
Child_7_12y,Disturbance,C_med,0.75,1,5,11.32086629949541,1
Child_7_12y,Disturbance,C_med,0.75,2,3.5,11.32086629949541,1
Child_7_12y,Disturbance,C_med,0.75,2,5,11.32086629949541,1
Child_7_12y,Disturbance,C_med,1,0.5,3.5,15.094488399327213,1
Child_7_12y,Disturbance,C_med,1,0.5,5,15.094488399327213,1
Child_7_12y,Disturbance,C_med,1,1,3.5,15.094488399327211,1
Child_7_12y,Disturbance,C_med,1,1,5,15.094488399327211,1
Child_7_12y,Disturbance,C_med,1,2,3.5,15.094488399327211,1
Child_7_12y,Disturbance,C_med,1,2,5,15.094488399327211,1
Child_7_12y,Disturbance,C_high,0.25,0.5,3.5,7.137770078587634,1
Child_7_12y,Disturbance,C_high,0.25,0.5,5,7.137770078587634,1
Child_7_12y,Disturbance,C_high,0.25,1,3.5,7.137770078587634,1
Child_7_12y,Disturbance,C_high,0.25,1,5,7.137770078587634,1
Child_7_12y,Disturbance,C_high,0.25,2,3.5,7.137770078587634,1
Child_7_12y,Disturbance,C_high,0.25,2,5,7.137770078587634,1
Child_7_12y,Disturbance,C_high,0.5,0.5,3.5,14.275540157175268,1
Child_7_12y,Disturbance,C_high,0.5,0.5,5,14.275540157175268,1
Child_7_12y,Disturbance,C_high,0.5,1,3.5,14.275540157175268,1
Child_7_12y,Disturbance,C_high,0.5,1,5,14.275540157175268,1
Child_7_12y,Disturbance,C_high,0.5,2,3.5,14.275540157175268,1
Child_7_12y,Disturbance,C_high,0.5,2,5,14.275540157175268,1
Child_7_12y,Disturbance,C_high,0.75,0.5,3.5,21.413310235762903,1
Child_7_12y,Disturbance,C_high,0.75,0.5,5,21.413310235762903,1
Child_7_12y,Disturbance,C_high,0.75,1,3.5,21.413310235762903,1
Child_7_12y,Disturbance,C_high,0.75,1,5,21.413310235762903,1
Child_7_12y,Disturbance,C_high,0.75,2,3.5,21.413310235762903,1
Child_7_12y,Disturbance,C_high,0.75,2,5,21.413310235762903,1
Child_7_12y,Disturbance,C_high,1,0.5,3.5,28.551080314350536,1
Child_7_12y,Disturbance,C_high,1,0.5,5,28.551080314350536,1
Child_7_12y,Disturbance,C_high,1,1,3.5,28.551080314350536,1
Child_7_12y,Disturbance,C_high,1,1,5,28.551080314350536,1
Child_7_12y,Disturbance,C_high,1,2,3.5,28.551080314350536,1
Child_7_12y,Disturbance,C_high,1,2,5,28.551080314350536,1
Child_7_12y,Pre-flood,C_low,0.25,0.5,3.5,0.6473470479625041,0
Child_7_12y,Pre-flood,C_low,0.25,0.5,5,0.6473470479625041,0
Child_7_12y,Pre-flood,C_low,0.25,1,3.5,0.6473470479625041,0
Child_7_12y,Pre-flood,C_low,0.25,1,5,0.6473470479625041,0
Child_7_12y,Pre-flood,C_low,0.25,2,3.5,0.6473470479625041,0
Child_7_12y,Pre-flood,C_low,0.25,2,5,0.6473470479625041,0
Child_7_12y,Pre-flood,C_low,0.5,0.5,3.5,1.2946940959250082,0
Child_7_12y,Pre-flood,C_low,0.5,0.5,5,1.2946940959250082,0
Child_7_12y,Pre-flood,C_low,0.5,1,3.5,1.2946940959250082,0
Child_7_12y,Pre-flood,C_low,0.5,1,5,1.2946940959250082,0
Child_7_12y,Pre-flood,C_low,0.5,2,3.5,1.2946940959250082,0
Child_7_12y,Pre-flood,C_low,0.5,2,5,1.2946940959250082,0
Child_7_12y,Pre-flood,C_low,0.75,0.5,3.5,1.9420411438875123,0
Child_7_12y,Pre-flood,C_low,0.75,0.5,5,1.9420411438875123,0
Child_7_12y,Pre-flood,C_low,0.75,1,3.5,1.9420411438875123,0
Child_7_12y,Pre-flood,C_low,0.75,1,5,1.9420411438875123,0
Child_7_12y,Pre-flood,C_low,0.75,2,3.5,1.9420411438875123,1
Child_7_12y,Pre-flood,C_low,0.75,2,5,1.9420411438875123,0
Child_7_12y,Pre-flood,C_low,1,0.5,3.5,2.5893881918500163,0
Child_7_12y,Pre-flood,C_low,1,0.5,5,2.5893881918500163,0
Child_7_12y,Pre-flood,C_low,1,1,3.5,2.5893881918500163,1
Child_7_12y,Pre-flood,C_low,1,1,5,2.5893881918500163,0
Child_7_12y,Pre-flood,C_low,1,2,3.5,2.5893881918500163,1
Child_7_12y,Pre-flood,C_low,1,2,5,2.5893881918500163,0
Child_7_12y,Pre-flood,C_med,0.25,0.5,3.5,1.5784708462382708,0
Child_7_12y,Pre-flood,C_med,0.25,0.5,5,1.5784708462382708,0
Child_7_12y,Pre-flood,C_med,0.25,1,3.5,1.5784708462382708,0
Child_7_12y,Pre-flood,C_med,0.25,1,5,1.5784708462382708,0
Child_7_12y,Pre-flood,C_med,0.25,2,3.5,1.5784708462382708,1
Child_7_12y,Pre-flood,C_med,0.25,2,5,1.5784708462382708,0
Child_7_12y,Pre-flood,C_med,0.5,0.5,3.5,3.156941692476542,1
Child_7_12y,Pre-flood,C_med,0.5,0.5,5,3.156941692476542,0
Child_7_12y,Pre-flood,C_med,0.5,1,3.5,3.1569416924765417,1
Child_7_12y,Pre-flood,C_med,0.5,1,5,3.1569416924765417,0
Child_7_12y,Pre-flood,C_med,0.5,2,3.5,3.1569416924765417,1
Child_7_12y,Pre-flood,C_med,0.5,2,5,3.1569416924765417,1
Child_7_12y,Pre-flood,C_med,0.75,0.5,3.5,4.735412538714813,1
Child_7_12y,Pre-flood,C_med,0.75,0.5,5,4.735412538714813,1
Child_7_12y,Pre-flood,C_med,0.75,1,3.5,4.735412538714813,1
Child_7_12y,Pre-flood,C_med,0.75,1,5,4.735412538714813,1
Child_7_12y,Pre-flood,C_med,0.75,2,3.5,4.735412538714813,1
Child_7_12y,Pre-flood,C_med,0.75,2,5,4.735412538714813,1
Child_7_12y,Pre-flood,C_med,1,0.5,3.5,6.313883384953084,1
Child_7_12y,Pre-flood,C_med,1,0.5,5,6.313883384953084,1
Child_7_12y,Pre-flood,C_med,1,1,3.5,6.313883384953084,1
Child_7_12y,Pre-flood,C_med,1,1,5,6.313883384953084,1
Child_7_12y,Pre-flood,C_med,1,2,3.5,6.313883384953083,1
Child_7_12y,Pre-flood,C_med,1,2,5,6.313883384953083,1
Child_7_12y,Pre-flood,C_high,0.25,0.5,3.5,3.9930983773607975,1
Child_7_12y,Pre-flood,C_high,0.25,0.5,5,3.9930983773607975,0
Child_7_12y,Pre-flood,C_high,0.25,1,3.5,3.9930983773607975,1
Child_7_12y,Pre-flood,C_high,0.25,1,5,3.9930983773607975,0
Child_7_12y,Pre-flood,C_high,0.25,2,3.5,3.9930983773607975,1
Child_7_12y,Pre-flood,C_high,0.25,2,5,3.9930983773607975,1
Child_7_12y,Pre-flood,C_high,0.5,0.5,3.5,7.986196754721595,1
Child_7_12y,Pre-flood,C_high,0.5,0.5,5,7.986196754721595,1
Child_7_12y,Pre-flood,C_high,0.5,1,3.5,7.986196754721595,1
Child_7_12y,Pre-flood,C_high,0.5,1,5,7.986196754721595,1
Child_7_12y,Pre-flood,C_high,0.5,2,3.5,7.986196754721595,1
Child_7_12y,Pre-flood,C_high,0.5,2,5,7.986196754721595,1
Child_7_12y,Pre-flood,C_high,0.75,0.5,3.5,11.979295132082393,1
Child_7_12y,Pre-flood,C_high,0.75,0.5,5,11.979295132082393,1
Child_7_12y,Pre-flood,C_high,0.75,1,3.5,11.979295132082393,1
Child_7_12y,Pre-flood,C_high,0.75,1,5,11.979295132082393,1
Child_7_12y,Pre-flood,C_high,0.75,2,3.5,11.979295132082393,1
Child_7_12y,Pre-flood,C_high,0.75,2,5,11.979295132082393,1
Child_7_12y,Pre-flood,C_high,1,0.5,3.5,15.97239350944319,1
Child_7_12y,Pre-flood,C_high,1,0.5,5,15.97239350944319,1
Child_7_12y,Pre-flood,C_high,1,1,3.5,15.97239350944319,1
Child_7_12y,Pre-flood,C_high,1,1,5,15.97239350944319,1
Child_7_12y,Pre-flood,C_high,1,2,3.5,15.97239350944319,1
Child_7_12y,Pre-flood,C_high,1,2,5,15.97239350944319,1
Child_7_12y,Recovery,C_low,0.25,0.5,3.5,0.7049022682220709,0
Child_7_12y,Recovery,C_low,0.25,0.5,5,0.7049022682220709,0
Child_7_12y,Recovery,C_low,0.25,1,3.5,0.7049022682220709,0
Child_7_12y,Recovery,C_low,0.25,1,5,0.7049022682220709,0
Child_7_12y,Recovery,C_low,0.25,2,3.5,0.7049022682220709,0
Child_7_12y,Recovery,C_low,0.25,2,5,0.7049022682220709,0
Child_7_12y,Recovery,C_low,0.5,0.5,3.5,1.4098045364441416,0
Child_7_12y,Recovery,C_low,0.5,0.5,5,1.4098045364441416,0
Child_7_12y,Recovery,C_low,0.5,1,3.5,1.4098045364441418,0
Child_7_12y,Recovery,C_low,0.5,1,5,1.4098045364441418,0
Child_7_12y,Recovery,C_low,0.5,2,3.5,1.4098045364441418,0
Child_7_12y,Recovery,C_low,0.5,2,5,1.4098045364441418,0
Child_7_12y,Recovery,C_low,0.75,0.5,3.5,2.1147068046662123,0
Child_7_12y,Recovery,C_low,0.75,0.5,5,2.1147068046662123,0
Child_7_12y,Recovery,C_low,0.75,1,3.5,2.1147068046662123,0
Child_7_12y,Recovery,C_low,0.75,1,5,2.1147068046662123,0
Child_7_12y,Recovery,C_low,0.75,2,3.5,2.1147068046662127,1
Child_7_12y,Recovery,C_low,0.75,2,5,2.1147068046662127,0
Child_7_12y,Recovery,C_low,1,0.5,3.5,2.819609072888283,0
Child_7_12y,Recovery,C_low,1,0.5,5,2.819609072888283,0
Child_7_12y,Recovery,C_low,1,1,3.5,2.819609072888283,1
Child_7_12y,Recovery,C_low,1,1,5,2.819609072888283,0
Child_7_12y,Recovery,C_low,1,2,3.5,2.8196090728882837,1
Child_7_12y,Recovery,C_low,1,2,5,2.8196090728882837,0
Child_7_12y,Recovery,C_med,0.25,0.5,3.5,1.6280403645749217,0
Child_7_12y,Recovery,C_med,0.25,0.5,5,1.6280403645749217,0
Child_7_12y,Recovery,C_med,0.25,1,3.5,1.6280403645749217,0
Child_7_12y,Recovery,C_med,0.25,1,5,1.6280403645749217,0
Child_7_12y,Recovery,C_med,0.25,2,3.5,1.6280403645749217,1
Child_7_12y,Recovery,C_med,0.25,2,5,1.6280403645749217,0
Child_7_12y,Recovery,C_med,0.5,0.5,3.5,3.256080729149844,1
Child_7_12y,Recovery,C_med,0.5,0.5,5,3.256080729149844,0
Child_7_12y,Recovery,C_med,0.5,1,3.5,3.2560807291498435,1
Child_7_12y,Recovery,C_med,0.5,1,5,3.2560807291498435,0
Child_7_12y,Recovery,C_med,0.5,2,3.5,3.2560807291498435,1
Child_7_12y,Recovery,C_med,0.5,2,5,3.2560807291498435,1
Child_7_12y,Recovery,C_med,0.75,0.5,3.5,4.884121093724765,1
Child_7_12y,Recovery,C_med,0.75,0.5,5,4.884121093724765,1
Child_7_12y,Recovery,C_med,0.75,1,3.5,4.884121093724765,1
Child_7_12y,Recovery,C_med,0.75,1,5,4.884121093724765,1
Child_7_12y,Recovery,C_med,0.75,2,3.5,4.884121093724765,1
Child_7_12y,Recovery,C_med,0.75,2,5,4.884121093724765,1
Child_7_12y,Recovery,C_med,1,0.5,3.5,6.512161458299688,1
Child_7_12y,Recovery,C_med,1,0.5,5,6.512161458299688,1
Child_7_12y,Recovery,C_med,1,1,3.5,6.512161458299688,1
Child_7_12y,Recovery,C_med,1,1,5,6.512161458299688,1
Child_7_12y,Recovery,C_med,1,2,3.5,6.512161458299687,1
Child_7_12y,Recovery,C_med,1,2,5,6.512161458299687,1
Child_7_12y,Recovery,C_high,0.25,0.5,3.5,4.324696191214112,1
Child_7_12y,Recovery,C_high,0.25,0.5,5,4.324696191214112,0
Child_7_12y,Recovery,C_high,0.25,1,3.5,4.324696191214112,1
Child_7_12y,Recovery,C_high,0.25,1,5,4.324696191214112,1
Child_7_12y,Recovery,C_high,0.25,2,3.5,4.324696191214112,1
Child_7_12y,Recovery,C_high,0.25,2,5,4.324696191214112,1
Child_7_12y,Recovery,C_high,0.5,0.5,3.5,8.649392382428225,1
Child_7_12y,Recovery,C_high,0.5,0.5,5,8.649392382428225,1
Child_7_12y,Recovery,C_high,0.5,1,3.5,8.649392382428225,1
Child_7_12y,Recovery,C_high,0.5,1,5,8.649392382428225,1
Child_7_12y,Recovery,C_high,0.5,2,3.5,8.649392382428225,1
Child_7_12y,Recovery,C_high,0.5,2,5,8.649392382428225,1
Child_7_12y,Recovery,C_high,0.75,0.5,3.5,12.974088573642337,1
Child_7_12y,Recovery,C_high,0.75,0.5,5,12.974088573642337,1
Child_7_12y,Recovery,C_high,0.75,1,3.5,12.974088573642337,1
Child_7_12y,Recovery,C_high,0.75,1,5,12.974088573642337,1
Child_7_12y,Recovery,C_high,0.75,2,3.5,12.974088573642337,1
Child_7_12y,Recovery,C_high,0.75,2,5,12.974088573642337,1
Child_7_12y,Recovery,C_high,1,0.5,3.5,17.29878476485645,1
Child_7_12y,Recovery,C_high,1,0.5,5,17.29878476485645,1
Child_7_12y,Recovery,C_high,1,1,3.5,17.29878476485645,1
Child_7_12y,Recovery,C_high,1,1,5,17.29878476485645,1
Child_7_12y,Recovery,C_high,1,2,3.5,17.29878476485645,1
Child_7_12y,Recovery,C_high,1,2,5,17.29878476485645,1
Infant_0_6mo,Disturbance,C_low,0.25,0.5,3.5,6.130314713673661,1
Infant_0_6mo,Disturbance,C_low,0.25,0.5,5,6.130314713673661,1
Infant_0_6mo,Disturbance,C_low,0.25,1,3.5,6.130314713673661,1
Infant_0_6mo,Disturbance,C_low,0.25,1,5,6.130314713673661,1
Infant_0_6mo,Disturbance,C_low,0.25,2,3.5,6.130314713673661,1
Infant_0_6mo,Disturbance,C_low,0.25,2,5,6.130314713673661,1
Infant_0_6mo,Disturbance,C_low,0.5,0.5,3.5,12.260629427347322,1
Infant_0_6mo,Disturbance,C_low,0.5,0.5,5,12.260629427347322,1
Infant_0_6mo,Disturbance,C_low,0.5,1,3.5,12.260629427347322,1
Infant_0_6mo,Disturbance,C_low,0.5,1,5,12.260629427347322,1
Infant_0_6mo,Disturbance,C_low,0.5,2,3.5,12.260629427347322,1
Infant_0_6mo,Disturbance,C_low,0.5,2,5,12.260629427347322,1
Infant_0_6mo,Disturbance,C_low,0.75,0.5,3.5,18.390944141020984,1
Infant_0_6mo,Disturbance,C_low,0.75,0.5,5,18.390944141020984,1
Infant_0_6mo,Disturbance,C_low,0.75,1,3.5,18.390944141020984,1
Infant_0_6mo,Disturbance,C_low,0.75,1,5,18.390944141020984,1
Infant_0_6mo,Disturbance,C_low,0.75,2,3.5,18.390944141020984,1
Infant_0_6mo,Disturbance,C_low,0.75,2,5,18.390944141020984,1
Infant_0_6mo,Disturbance,C_low,1,0.5,3.5,24.521258854694644,1
Infant_0_6mo,Disturbance,C_low,1,0.5,5,24.521258854694644,1
Infant_0_6mo,Disturbance,C_low,1,1,3.5,24.521258854694644,1
Infant_0_6mo,Disturbance,C_low,1,1,5,24.521258854694644,1
Infant_0_6mo,Disturbance,C_low,1,2,3.5,24.521258854694644,1
Infant_0_6mo,Disturbance,C_low,1,2,5,24.521258854694644,1
Infant_0_6mo,Disturbance,C_med,0.25,0.5,3.5,10.804505097420492,1
Infant_0_6mo,Disturbance,C_med,0.25,0.5,5,10.804505097420492,1
Infant_0_6mo,Disturbance,C_med,0.25,1,3.5,10.804505097420492,1
Infant_0_6mo,Disturbance,C_med,0.25,1,5,10.804505097420492,1
Infant_0_6mo,Disturbance,C_med,0.25,2,3.5,10.804505097420492,1
Infant_0_6mo,Disturbance,C_med,0.25,2,5,10.804505097420492,1
Infant_0_6mo,Disturbance,C_med,0.5,0.5,3.5,21.609010194840984,1
Infant_0_6mo,Disturbance,C_med,0.5,0.5,5,21.609010194840984,1
Infant_0_6mo,Disturbance,C_med,0.5,1,3.5,21.609010194840984,1
Infant_0_6mo,Disturbance,C_med,0.5,1,5,21.609010194840984,1
Infant_0_6mo,Disturbance,C_med,0.5,2,3.5,21.609010194840984,1
Infant_0_6mo,Disturbance,C_med,0.5,2,5,21.609010194840984,1
Infant_0_6mo,Disturbance,C_med,0.75,0.5,3.5,32.41351529226147,1
Infant_0_6mo,Disturbance,C_med,0.75,0.5,5,32.41351529226147,1
Infant_0_6mo,Disturbance,C_med,0.75,1,3.5,32.41351529226147,1
Infant_0_6mo,Disturbance,C_med,0.75,1,5,32.41351529226147,1
Infant_0_6mo,Disturbance,C_med,0.75,2,3.5,32.41351529226147,1
Infant_0_6mo,Disturbance,C_med,0.75,2,5,32.41351529226147,1
Infant_0_6mo,Disturbance,C_med,1,0.5,3.5,43.21802038968197,1
Infant_0_6mo,Disturbance,C_med,1,0.5,5,43.21802038968197,1
Infant_0_6mo,Disturbance,C_med,1,1,3.5,43.21802038968197,1
Infant_0_6mo,Disturbance,C_med,1,1,5,43.21802038968197,1
Infant_0_6mo,Disturbance,C_med,1,2,3.5,43.21802038968197,1
Infant_0_6mo,Disturbance,C_med,1,2,5,43.21802038968197,1
Infant_0_6mo,Disturbance,C_high,0.25,0.5,3.5,20.436617964939554,1
Infant_0_6mo,Disturbance,C_high,0.25,0.5,5,20.436617964939554,1
Infant_0_6mo,Disturbance,C_high,0.25,1,3.5,20.436617964939554,1
Infant_0_6mo,Disturbance,C_high,0.25,1,5,20.436617964939554,1
Infant_0_6mo,Disturbance,C_high,0.25,2,3.5,20.436617964939554,1
Infant_0_6mo,Disturbance,C_high,0.25,2,5,20.436617964939554,1
Infant_0_6mo,Disturbance,C_high,0.5,0.5,3.5,40.87323592987911,1
Infant_0_6mo,Disturbance,C_high,0.5,0.5,5,40.87323592987911,1
Infant_0_6mo,Disturbance,C_high,0.5,1,3.5,40.87323592987911,1
Infant_0_6mo,Disturbance,C_high,0.5,1,5,40.87323592987911,1
Infant_0_6mo,Disturbance,C_high,0.5,2,3.5,40.87323592987911,1
Infant_0_6mo,Disturbance,C_high,0.5,2,5,40.87323592987911,1
Infant_0_6mo,Disturbance,C_high,0.75,0.5,3.5,61.309853894818666,1
Infant_0_6mo,Disturbance,C_high,0.75,0.5,5,61.309853894818666,1
Infant_0_6mo,Disturbance,C_high,0.75,1,3.5,61.309853894818666,1
Infant_0_6mo,Disturbance,C_high,0.75,1,5,61.309853894818666,1
Infant_0_6mo,Disturbance,C_high,0.75,2,3.5,61.309853894818666,1
Infant_0_6mo,Disturbance,C_high,0.75,2,5,61.309853894818666,1
Infant_0_6mo,Disturbance,C_high,1,0.5,3.5,81.74647185975822,1
Infant_0_6mo,Disturbance,C_high,1,0.5,5,81.74647185975822,1
Infant_0_6mo,Disturbance,C_high,1,1,3.5,81.74647185975822,1
Infant_0_6mo,Disturbance,C_high,1,1,5,81.74647185975822,1
Infant_0_6mo,Disturbance,C_high,1,2,3.5,81.74647185975822,1
Infant_0_6mo,Disturbance,C_high,1,2,5,81.74647185975822,1
Infant_0_6mo,Pre-flood,C_low,0.25,0.5,3.5,1.853461818506609,0
Infant_0_6mo,Pre-flood,C_low,0.25,0.5,5,1.853461818506609,0
Infant_0_6mo,Pre-flood,C_low,0.25,1,3.5,1.853461818506609,0
Infant_0_6mo,Pre-flood,C_low,0.25,1,5,1.853461818506609,0
Infant_0_6mo,Pre-flood,C_low,0.25,2,3.5,1.853461818506609,1
Infant_0_6mo,Pre-flood,C_low,0.25,2,5,1.853461818506609,0
Infant_0_6mo,Pre-flood,C_low,0.5,0.5,3.5,3.706923637013218,1
Infant_0_6mo,Pre-flood,C_low,0.5,0.5,5,3.706923637013218,0
Infant_0_6mo,Pre-flood,C_low,0.5,1,3.5,3.706923637013218,1
Infant_0_6mo,Pre-flood,C_low,0.5,1,5,3.706923637013218,0
Infant_0_6mo,Pre-flood,C_low,0.5,2,3.5,3.706923637013218,1
Infant_0_6mo,Pre-flood,C_low,0.5,2,5,3.706923637013218,1
Infant_0_6mo,Pre-flood,C_low,0.75,0.5,3.5,5.560385455519827,1
Infant_0_6mo,Pre-flood,C_low,0.75,0.5,5,5.560385455519827,1
Infant_0_6mo,Pre-flood,C_low,0.75,1,3.5,5.560385455519827,1
Infant_0_6mo,Pre-flood,C_low,0.75,1,5,5.560385455519827,1
Infant_0_6mo,Pre-flood,C_low,0.75,2,3.5,5.560385455519827,1
Infant_0_6mo,Pre-flood,C_low,0.75,2,5,5.560385455519827,1
Infant_0_6mo,Pre-flood,C_low,1,0.5,3.5,7.413847274026436,1
Infant_0_6mo,Pre-flood,C_low,1,0.5,5,7.413847274026436,1
Infant_0_6mo,Pre-flood,C_low,1,1,3.5,7.413847274026436,1
Infant_0_6mo,Pre-flood,C_low,1,1,5,7.413847274026436,1
Infant_0_6mo,Pre-flood,C_low,1,2,3.5,7.413847274026436,1
Infant_0_6mo,Pre-flood,C_low,1,2,5,7.413847274026436,1
Infant_0_6mo,Pre-flood,C_med,0.25,0.5,3.5,4.519423475146382,1
Infant_0_6mo,Pre-flood,C_med,0.25,0.5,5,4.519423475146382,1
Infant_0_6mo,Pre-flood,C_med,0.25,1,3.5,4.519423475146382,1
Infant_0_6mo,Pre-flood,C_med,0.25,1,5,4.519423475146382,1
Infant_0_6mo,Pre-flood,C_med,0.25,2,3.5,4.519423475146382,1
Infant_0_6mo,Pre-flood,C_med,0.25,2,5,4.519423475146382,1
Infant_0_6mo,Pre-flood,C_med,0.5,0.5,3.5,9.038846950292765,1
Infant_0_6mo,Pre-flood,C_med,0.5,0.5,5,9.038846950292765,1
Infant_0_6mo,Pre-flood,C_med,0.5,1,3.5,9.038846950292765,1
Infant_0_6mo,Pre-flood,C_med,0.5,1,5,9.038846950292765,1
Infant_0_6mo,Pre-flood,C_med,0.5,2,3.5,9.038846950292765,1
Infant_0_6mo,Pre-flood,C_med,0.5,2,5,9.038846950292765,1
Infant_0_6mo,Pre-flood,C_med,0.75,0.5,3.5,13.558270425439147,1
Infant_0_6mo,Pre-flood,C_med,0.75,0.5,5,13.558270425439147,1
Infant_0_6mo,Pre-flood,C_med,0.75,1,3.5,13.558270425439147,1
Infant_0_6mo,Pre-flood,C_med,0.75,1,5,13.558270425439147,1
