age_group,pb_level,BLL0,f_sys,dBLL_med_Post,dBLL_med_Pre,dBLL_p05_Post,dBLL_p05_Pre,dBLL_p95_Post,dBLL_p95_Pre,p_exceed_3_5_Post,p_exceed_3_5_Pre,p_exceed_5_Post,p_exceed_5_Pre,delta_dBLL_med,delta_dBLL_p05,delta_dBLL_p95,rr_exceed_3_5,rr_exceed_5
Adult_18plus,C_med,1,0.5,1.422754168645362,0.7923068476793211,0.8038944148230123,0.45830675235318963,2.389190559819902,1.3591373126176438,0.125,0,0.006833333333333334,0,0.6304473209660408,0.34558766246982264,1.0300532472022583,Inf,Inf
Adult_18plus,C_med,2,0.5,1.42046220341458,0.813360257174051,0.7968228435329401,0.45038052763123354,2.40585596276129,1.3842182411298385,0.4195,0.028,0.048666666666666664,0,0.6071019462405289,0.34644231590170654,1.0216377216314516,14.982142857142856,Inf
Adult_18plus,C_med,0.5,0.75,2.1285995932540116,1.2152341091578158,1.2297326527000911,0.6756089910310554,3.54191881067412,2.060521131142678,0.25316666666666665,0.001,0.052,0,0.9133654840961958,0.5541236616690357,1.481397679531442,253.16666666666666,Inf
Adult_18plus,C_med,1,0.75,2.1299955495528127,1.2163809301298674,1.1793249097485552,0.6843518288245589,3.6267305510734618,2.0085292268311288,0.358,0.009,0.09883333333333333,0,0.9136146194229453,0.4949730809239963,1.618201324242333,39.77777777777778,Inf
Adult_18plus,C_med,2,0.75,2.119501529965811,1.2222444321917512,1.210016695509343,0.690205088482378,3.5607965780741244,2.068379080110254,0.6376666666666666,0.27,0.24916666666666665,0.0013333333333333333,0.8972570977740597,0.5198116070269649,1.4924174979638702,2.361728395061728,186.875
Adult_18plus,C_med,0.5,1,2.7966247144287015,1.609590811327449,1.6109763982617222,0.9366924055222228,4.745826382469047,2.7060299045173086,0.4098333333333333,0.023,0.17333333333333334,0,1.1870339031012525,0.6742839927394995,2.039796477951738,17.818840579710145,Inf
Adult_18plus,C_med,1,1,2.8065161521815893,1.6251359137901156,1.5764592974627487,0.9287394428014953,4.677374936769208,2.724006613400152,0.5033333333333334,0.08166666666666667,0.24366666666666667,0.003,1.1813802383914738,0.6477198546612534,1.9533683233690562,6.16326530612245,81.22222222222223
Adult_18plus,C_med,2,1,2.7965996857491824,1.61688366618626,1.5958556369531207,0.9282302179931677,4.79200492801702,2.696379487321053,0.808,0.58,0.4135,0.02266666666666667,1.1797160195629224,0.667625418959953,2.095625440695967,1.3931034482758622,18.242647058823525
Child_3_6y,C_high,0.5,0.25,8.312606922415714,5.642362603271232,5.199091502108786,3.535978795483278,13.257708853142457,8.89032210456515,0.9961666666666666,0.9886666666666667,0.923,0.7823333333333333,2.670244319144482,1.6631127066255078,4.367386748577307,1.0075859743762643,1.1798040051129102
Child_3_6y,C_high,1,0.25,8.279856562686708,5.720596165471987,5.1942500719934195,3.6097029151820332,13.154608327942508,8.933180229959197,0.9993333333333334,0.9983333333333333,0.9618333333333333,0.8943333333333333,2.5592603972147216,1.5845471568113862,4.221428097983312,1.001001669449082,1.075475214312337
Child_3_6y,C_high,2,0.25,8.272800686614907,5.746452365547423,5.204290162168225,3.621576373258596,13.189390557257788,8.94592945518235,1,1,0.9966666666666666,0.9866666666666667,2.526348321067484,1.5827137889096288,4.243461102075438,1,1.010135135135135
Child_3_6y,C_high,0.5,0.5,16.567222878372963,11.434244422834668,10.462343594716236,7.160480496633478,26.10128068663375,17.984503707187315,1,1,1,0.9993333333333333,5.132978455538295,3.301863098082758,8.116776979446435,1,1.0006671114076051
Child_3_6y,C_high,1,0.5,16.789742082414072,11.409928990775875,10.314080354759353,7.076289528789076,26.46754240505809,18.06298363481394,1,1,1,1,5.379813091638198,3.2377908259702775,8.40455877024415,1,1
Child_3_6y,C_high,2,0.5,16.560613904666035,11.388002004118007,10.277871942751073,7.223412139082963,26.48548581030424,17.986315927145547,1,1,1,1,5.172611900548027,3.0544598036681103,8.499169883158693,1,1
