age_group,period_flood,pb_level,f_sys,BLL0,threshold_ug_dl,dBLL_med,dBLL_p05,dBLL_p95,p_exceed,p_exceed_p05,p_exceed_p95
Adult_18plus,Disturbance,C_med,0.25,2,5,0.9956327984474402,0.5500963176931256,1.6656663047284288,3.333333333333333e-4,0,0
Adult_18plus,Disturbance,C_med,0.5,0.5,3.5,1.9725542493822723,1.128634080140955,3.2366641789210835,0.08766666666666667,0,1
Adult_18plus,Disturbance,C_med,0.5,0.5,5,1.9725542493822723,1.128634080140955,3.2366641789210835,0.0023333333333333335,0,0
Adult_18plus,Disturbance,C_med,0.5,1,3.5,1.9875464463384573,1.1326010198717211,3.3120097987869013,0.23566666666666666,0,1
Adult_18plus,Disturbance,C_med,0.5,1,5,1.9875464463384573,1.1326010198717211,3.3120097987869013,0.009666666666666667,0,0
Adult_18plus,Disturbance,C_med,0.5,2,3.5,1.9694660753490774,1.120788762532319,3.3159643976267725,0.783,0,1
Adult_18plus,Disturbance,C_med,0.5,2,5,1.9694660753490774,1.120788762532319,3.3159643976267725,0.09466666666666666,0,1
Adult_18plus,Disturbance,C_med,0.75,0.5,3.5,2.9859401926359053,1.6904166036362263,5.172772696217832,0.49566666666666664,0,1
Adult_18plus,Disturbance,C_med,0.75,0.5,5,2.9859401926359053,1.6904166036362263,5.172772696217832,0.11,0,1
Adult_18plus,Disturbance,C_med,0.75,1,3.5,2.9643452329775695,1.6897065309156638,4.958067658656269,0.699,0,1
Adult_18plus,Disturbance,C_med,0.75,1,5,2.9643452329775695,1.6897065309156638,4.958067658656269,0.17733333333333334,0,1
Adult_18plus,Disturbance,C_med,0.75,2,3.5,2.9558705133932865,1.654802194647339,4.984217145584922,0.9766666666666667,1,1
Adult_18plus,Disturbance,C_med,0.75,2,5,2.9558705133932865,1.654802194647339,4.984217145584922,0.48433333333333334,0,1
Adult_18plus,Disturbance,C_med,1,0.5,3.5,3.9210208580708774,2.224454214179374,6.603581034064916,0.783,0,1
Adult_18plus,Disturbance,C_med,1,0.5,5,3.9210208580708774,2.224454214179374,6.603581034064916,0.33666666666666667,0,1
Adult_18plus,Disturbance,C_med,1,1,3.5,4.007625213568261,2.254753223781375,6.706436597325286,0.9116666666666666,0,1
Adult_18plus,Disturbance,C_med,1,1,5,4.007625213568261,2.254753223781375,6.706436597325286,0.502,0,1
Adult_18plus,Disturbance,C_med,1,2,3.5,3.924780833456432,2.2734845400643735,6.655515970055397,0.9973333333333333,1,1
Adult_18plus,Disturbance,C_med,1,2,5,3.924780833456432,2.2734845400643735,6.655515970055397,0.793,0,1
Adult_18plus,Disturbance,C_high,0.25,0.5,3.5,1.8498286422822048,1.0645438043154454,3.160994152542331,0.07166666666666667,0,1
Adult_18plus,Disturbance,C_high,0.25,0.5,5,1.8498286422822048,1.0645438043154454,3.160994152542331,0.002,0,0
Adult_18plus,Disturbance,C_high,0.25,1,3.5,1.8667834412294564,1.0667113430692785,3.1221188211875925,0.17933333333333334,0,1
Adult_18plus,Disturbance,C_high,0.25,1,5,1.8667834412294564,1.0667113430692785,3.1221188211875925,0.008333333333333333,0,0
Adult_18plus,Disturbance,C_high,0.25,2,3.5,1.871606283005618,1.0737284014222923,3.230038200841994,0.7463333333333333,0,1
Adult_18plus,Disturbance,C_high,0.25,2,5,1.871606283005618,1.0737284014222923,3.230038200841994,0.07266666666666667,0,1
Adult_18plus,Disturbance,C_high,0.5,0.5,3.5,3.6653700003622,2.119289121416606,6.2611164259349295,0.7273333333333334,0,1
Adult_18plus,Disturbance,C_high,0.5,0.5,5,3.6653700003622,2.119289121416606,6.2611164259349295,0.2783333333333333,0,1
Adult_18plus,Disturbance,C_high,0.5,1,3.5,3.7214491612253506,2.116320018603338,6.386406841578263,0.885,0,1
Adult_18plus,Disturbance,C_high,0.5,1,5,3.7214491612253506,2.116320018603338,6.386406841578263,0.415,0,1
Adult_18plus,Disturbance,C_high,0.5,2,3.5,3.676694711804653,2.0577427440479528,6.238198577471907,0.9946666666666667,1,1
Adult_18plus,Disturbance,C_high,0.5,2,5,3.676694711804653,2.0577427440479528,6.238198577471907,0.7273333333333334,0,1
Adult_18plus,Disturbance,C_high,0.75,0.5,3.5,5.610810799370261,3.26884906059072,9.265193193372529,0.97,1,1
Adult_18plus,Disturbance,C_high,0.75,0.5,5,5.610810799370261,3.26884906059072,9.265193193372529,0.747,0,1
Adult_18plus,Disturbance,C_high,0.75,1,3.5,5.6532422136543214,3.1480022815747346,9.525957425590297,0.9886666666666667,1,1
