date,series,pipe,material,element,value,sample_type,age_group,body_weight_kg,water_intake_L_day,dose_ug_per_kg_day
2022-06-10,pl1_cu,cu,Cast Iron,Pb,283.1639682269291,Total,Adult,70,2,8.090399092197975
2022-06-10,pl1_cu,cu,Cast Iron,Pb,283.1639682269291,Total,Child,27,1.2,12.585065254530182
2022-06-10,pl1_cu,cu,Cast Iron,Pb,283.1639682269291,Total,Infant,7,0.8,32.3615963687919
2022-06-10,pl1_cu,cu,Cast Iron,Pb,283.1639682269291,Total,Pregnant Adult,65,1.8,7.841463735514961
2022-06-10,pl1_cu,cu,Cast Iron,Pb,283.1639682269291,Total,Teen,50,1.5,8.494919046807873
2022-06-10,pl1_cu,cu,Cast Iron,Pb,283.1639682269291,Total,Toddler,15,0.9,16.98983809361575
2022-06-10,pl1_cu,cu,Cast Iron,Pb,285.72788908867744,"Filtered, <0.45um",Adult,70,2,8.163653973962212
2022-06-10,pl1_cu,cu,Cast Iron,Pb,285.72788908867744,"Filtered, <0.45um",Child,27,1.2,12.699017292830108
2022-06-10,pl1_cu,cu,Cast Iron,Pb,285.72788908867744,"Filtered, <0.45um",Infant,7,0.8,32.654615895848856
2022-06-10,pl1_cu,cu,Cast Iron,Pb,285.72788908867744,"Filtered, <0.45um",Pregnant Adult,65,1.8,7.9124646209172225
2022-06-10,pl1_cu,cu,Cast Iron,Pb,285.72788908867744,"Filtered, <0.45um",Teen,50,1.5,8.571836672660323
2022-06-10,pl1_cu,cu,Cast Iron,Pb,285.72788908867744,"Filtered, <0.45um",Toddler,15,0.9,17.143673345320646
2022-06-10,pl1_pb,pb,Cast Iron,Pb,83.967821832925,Total,Adult,70,2,2.399080623797857
2022-06-10,pl1_pb,pb,Cast Iron,Pb,83.967821832925,Total,Child,27,1.2,3.7319031925744444
2022-06-10,pl1_pb,pb,Cast Iron,Pb,83.967821832925,Total,Infant,7,0.8,9.596322495191428
2022-06-10,pl1_pb,pb,Cast Iron,Pb,83.967821832925,Total,Pregnant Adult,65,1.8,2.3252627584502306
2022-06-10,pl1_pb,pb,Cast Iron,Pb,83.967821832925,Total,Teen,50,1.5,2.5190346549877503
2022-06-10,pl1_pb,pb,Cast Iron,Pb,83.967821832925,Total,Toddler,15,0.9,5.0380693099755
2022-06-10,pl1_pb,pb,Cast Iron,Pb,115.45828631743736,"Filtered, <0.45um",Adult,70,2,3.2988081804982103
2022-06-10,pl1_pb,pb,Cast Iron,Pb,115.45828631743736,"Filtered, <0.45um",Child,27,1.2,5.131479391886105
2022-06-10,pl1_pb,pb,Cast Iron,Pb,115.45828631743736,"Filtered, <0.45um",Infant,7,0.8,13.195232721992841
2022-06-10,pl1_pb,pb,Cast Iron,Pb,115.45828631743736,"Filtered, <0.45um",Pregnant Adult,65,1.8,3.1973063903290346
2022-06-10,pl1_pb,pb,Cast Iron,Pb,115.45828631743736,"Filtered, <0.45um",Teen,50,1.5,3.463748589523121
2022-06-10,pl1_pb,pb,Cast Iron,Pb,115.45828631743736,"Filtered, <0.45um",Toddler,15,0.9,6.927497179046242
2022-06-10,pl2_cu,cu,PVC,Pb,7.180865555160634,"Filtered, <0.45um",Adult,70,2,0.20516758729030382
2022-06-10,pl2_cu,cu,PVC,Pb,7.180865555160634,"Filtered, <0.45um",Child,27,1.2,0.3191495802293615
2022-06-10,pl2_cu,cu,PVC,Pb,7.180865555160634,"Filtered, <0.45um",Infant,7,0.8,0.8206703491612153
2022-06-10,pl2_cu,cu,PVC,Pb,7.180865555160634,"Filtered, <0.45um",Pregnant Adult,65,1.8,0.19885473845060217
2022-06-10,pl2_cu,cu,PVC,Pb,7.180865555160634,"Filtered, <0.45um",Teen,50,1.5,0.21542596665481903
2022-06-10,pl2_cu,cu,PVC,Pb,7.180865555160634,"Filtered, <0.45um",Toddler,15,0.9,0.43085193330963806
2022-06-10,pl2_cu,cu,PVC,Pb,7.190577945329672,Total,Adult,70,2,0.20544508415227633
2022-06-10,pl2_cu,cu,PVC,Pb,7.190577945329672,Total,Child,27,1.2,0.31958124201465204
2022-06-10,pl2_cu,cu,PVC,Pb,7.190577945329672,Total,Infant,7,0.8,0.8217803366091054
2022-06-10,pl2_cu,cu,PVC,Pb,7.190577945329672,Total,Pregnant Adult,65,1.8,0.1991236969475909
2022-06-10,pl2_cu,cu,PVC,Pb,7.190577945329672,Total,Teen,50,1.5,0.21571733835989015
2022-06-10,pl2_cu,cu,PVC,Pb,7.190577945329672,Total,Toddler,15,0.9,0.4314346767197803
2022-06-10,pl2_pb,pb,PVC,Pb,77.09130686690683,"Filtered, <0.45um",Adult,70,2,2.2026087676259096
2022-06-10,pl2_pb,pb,PVC,Pb,77.09130686690683,"Filtered, <0.45um",Child,27,1.2,3.4262803051958595
2022-06-10,pl2_pb,pb,PVC,Pb,77.09130686690683,"Filtered, <0.45um",Infant,7,0.8,8.8104350705036385
2022-06-10,pl2_pb,pb,PVC,Pb,77.09130686690683,"Filtered, <0.45um",Pregnant Adult,65,1.8,2.134836190160497
2022-06-10,pl2_pb,pb,PVC,Pb,77.09130686690683,"Filtered, <0.45um",Teen,50,1.5,2.3127392060072047
2022-06-10,pl2_pb,pb,PVC,Pb,77.09130686690683,"Filtered, <0.45um",Toddler,15,0.9,4.62547841201441
2022-06-10,pl2_pb,pb,PVC,Pb,91.15955058741379,Total,Adult,70,2,2.6045585882118227
2022-06-10,pl2_pb,pb,PVC,Pb,91.15955058741379,Total,Child,27,1.2,4.051535581662835
2022-06-10,pl2_pb,pb,PVC,Pb,91.15955058741379,Total,Infant,7,0.8,10.418234352847291
2022-06-10,pl2_pb,pb,PVC,Pb,91.15955058741379,Total,Pregnant Adult,65,1.8,2.5244183239591513
2022-06-10,pl2_pb,pb,PVC,Pb,91.15955058741379,Total,Teen,50,1.5,2.734786517622414
2022-06-10,pl2_pb,pb,PVC,Pb,91.15955058741379,Total,Toddler,15,0.9,5.469573035244827
2022-06-10,pl3_cu,cu,Cast Iron,Pb,4.767360032797569,Total,Adult,70,2,0.13621028665135912
2022-06-10,pl3_cu,cu,Cast Iron,Pb,4.767360032797569,Total,Child,27,1.2,0.2118826681243364
2022-06-10,pl3_cu,cu,Cast Iron,Pb,4.767360032797569,Total,Infant,7,0.8,0.5448411466054365
2022-06-10,pl3_cu,cu,Cast Iron,Pb,4.767360032797569,Total,Pregnant Adult,65,1.8,0.13201920090824038
2022-06-10,pl3_cu,cu,Cast Iron,Pb,4.767360032797569,Total,Teen,50,1.5,0.14302080098392708
2022-06-10,pl3_cu,cu,Cast Iron,Pb,4.767360032797569,Total,Toddler,15,0.9,0.28604160196785416
2022-06-10,pl3_cu,cu,Cast Iron,Pb,4.987967989648391,"Filtered, <0.45um",Adult,70,2,0.14251337113281118
2022-06-10,pl3_cu,cu,Cast Iron,Pb,4.987967989648391,"Filtered, <0.45um",Child,27,1.2,0.22168746620659516
2022-06-10,pl3_cu,cu,Cast Iron,Pb,4.987967989648391,"Filtered, <0.45um",Infant,7,0.8,0.5700534845312447
2022-06-10,pl3_cu,cu,Cast Iron,Pb,4.987967989648391,"Filtered, <0.45um",Pregnant Adult,65,1.8,0.13812834432872467
2022-06-10,pl3_cu,cu,Cast Iron,Pb,4.987967989648391,"Filtered, <0.45um",Teen,50,1.5,0.14963903968945172
2022-06-10,pl3_cu,cu,Cast Iron,Pb,4.987967989648391,"Filtered, <0.45um",Toddler,15,0.9,0.2992780793789035
2022-06-10,pl3_pb,pb,Cast Iron,Pb,11.114241764753151,"Filtered, <0.45um",Adult,70,2,0.3175497647072329
2022-06-10,pl3_pb,pb,Cast Iron,Pb,11.114241764753151,"Filtered, <0.45um",Child,27,1.2,0.4939663006556956
2022-06-10,pl3_pb,pb,Cast Iron,Pb,11.114241764753151,"Filtered, <0.45um",Infant,7,0.8,1.2701990588289316
2022-06-10,pl3_pb,pb,Cast Iron,Pb,11.114241764753151,"Filtered, <0.45um",Pregnant Adult,65,1.8,0.3077790027162411
2022-06-10,pl3_pb,pb,Cast Iron,Pb,11.114241764753151,"Filtered, <0.45um",Teen,50,1.5,0.3334272529425945
2022-06-10,pl3_pb,pb,Cast Iron,Pb,11.114241764753151,"Filtered, <0.45um",Toddler,15,0.9,0.666854505885189
2022-06-10,pl3_pb,pb,Cast Iron,Pb,12.11310720923084,Total,Adult,70,2,0.34608877740659544
2022-06-10,pl3_pb,pb,Cast Iron,Pb,12.11310720923084,Total,Child,27,1.2,0.5383603204102596
2022-06-10,pl3_pb,pb,Cast Iron,Pb,12.11310720923084,Total,Infant,7,0.8,1.3843551096263818
2022-06-10,pl3_pb,pb,Cast Iron,Pb,12.11310720923084,Total,Pregnant Adult,65,1.8,0.33543989194793095
2022-06-10,pl3_pb,pb,Cast Iron,Pb,12.11310720923084,Total,Teen,50,1.5,0.3633932162769252
2022-06-10,pl3_pb,pb,Cast Iron,Pb,12.11310720923084,Total,Toddler,15,0.9,0.7267864325538504
2022-06-10,pl4_cu,cu,PVC,Pb,1.6479400857504922,Total,Adult,70,2,0.04708400245001406
2022-06-10,pl4_cu,cu,PVC,Pb,1.6479400857504922,Total,Child,27,1.2,0.07324178158891076
2022-06-10,pl4_cu,cu,PVC,Pb,1.6479400857504922,Total,Infant,7,0.8,0.18833600980005624
2022-06-10,pl4_cu,cu,PVC,Pb,1.6479400857504922,Total,Pregnant Adult,65,1.8,0.04563526391309056
2022-06-10,pl4_cu,cu,PVC,Pb,1.6479400857504922,Total,Teen,50,1.5,0.049438202572514765
2022-06-10,pl4_cu,cu,PVC,Pb,1.6479400857504922,Total,Toddler,15,0.9,0.09887640514502953
2022-06-10,pl4_cu,cu,PVC,Pb,1.7620605388442012,"Filtered, <0.45um",Adult,70,2,0.05034458682412003
2022-06-10,pl4_cu,cu,PVC,Pb,1.7620605388442012,"Filtered, <0.45um",Child,27,1.2,0.07831380172640895
2022-06-10,pl4_cu,cu,PVC,Pb,1.7620605388442012,"Filtered, <0.45um",Infant,7,0.8,0.20137834729648013
2022-06-10,pl4_cu,cu,PVC,Pb,1.7620605388442012,"Filtered, <0.45um",Pregnant Adult,65,1.8,0.04879552261414711
2022-06-10,pl4_cu,cu,PVC,Pb,1.7620605388442012,"Filtered, <0.45um",Teen,50,1.5,0.05286181616532604
2022-06-10,pl4_cu,cu,PVC,Pb,1.7620605388442012,"Filtered, <0.45um",Toddler,15,0.9,0.10572363233065207
2022-06-10,pl4_pb,pb,PVC,Pb,260.78425065426126,"Filtered, <0.45um",Adult,70,2,7.45097859012175
2022-06-10,pl4_pb,pb,PVC,Pb,260.78425065426126,"Filtered, <0.45um",Child,27,1.2,11.59041114018939
2022-06-10,pl4_pb,pb,PVC,Pb,260.78425065426126,"Filtered, <0.45um",Infant,7,0.8,29.803914360487003
2022-06-10,pl4_pb,pb,PVC,Pb,260.78425065426126,"Filtered, <0.45um",Pregnant Adult,65,1.8,7.221717710425696
2022-06-10,pl4_pb,pb,PVC,Pb,260.78425065426126,"Filtered, <0.45um",Teen,50,1.5,7.823527519627837
2022-06-10,pl4_pb,pb,PVC,Pb,260.78425065426126,"Filtered, <0.45um",Toddler,15,0.9,15.647055039255674
2022-06-10,pl4_pb,pb,PVC,Pb,465.4281064523816,Total,Adult,70,2,13.297945898639474
2022-06-10,pl4_pb,pb,PVC,Pb,465.4281064523816,Total,Child,27,1.2,20.685693620105848
2022-06-10,pl4_pb,pb,PVC,Pb,465.4281064523816,Total,Infant,7,0.8,53.1917835945579
2022-06-10,pl4_pb,pb,PVC,Pb,465.4281064523816,Total,Pregnant Adult,65,1.8,12.88877833252749
2022-06-10,pl4_pb,pb,PVC,Pb,465.4281064523816,Total,Teen,50,1.5,13.962843193571448
2022-06-10,pl4_pb,pb,PVC,Pb,465.4281064523816,Total,Toddler,15,0.9,27.925686387142896
2022-06-10,pl5_cu,cu,Cast Iron,Pb,257.0572808984752,"Filtered, <0.45um",Adult,70,2,7.344493739956434
2022-06-10,pl5_cu,cu,Cast Iron,Pb,257.0572808984752,"Filtered, <0.45um",Child,27,1.2,11.424768039932232
2022-06-10,pl5_cu,cu,Cast Iron,Pb,257.0572808984752,"Filtered, <0.45um",Infant,7,0.8,29.37797495982574
2022-06-10,pl5_cu,cu,Cast Iron,Pb,257.0572808984752,"Filtered, <0.45um",Pregnant Adult,65,1.8,7.118509317188543
2022-06-10,pl5_cu,cu,Cast Iron,Pb,257.0572808984752,"Filtered, <0.45um",Teen,50,1.5,7.711718426954255
2022-06-10,pl5_cu,cu,Cast Iron,Pb,257.0572808984752,"Filtered, <0.45um",Toddler,15,0.9,15.42343685390851
2022-06-10,pl5_cu,cu,Cast Iron,Pb,271.0136759416605,Total,Adult,70,2,7.743247884047443
2022-06-10,pl5_cu,cu,Cast Iron,Pb,271.0136759416605,Total,Child,27,1.2,12.0450522640738
2022-06-10,pl5_cu,cu,Cast Iron,Pb,271.0136759416605,Total,Infant,7,0.8,30.97299153618977
2022-06-10,pl5_cu,cu,Cast Iron,Pb,271.0136759416605,Total,Pregnant Adult,65,1.8,7.504994102999829
2022-06-10,pl5_cu,cu,Cast Iron,Pb,271.0136759416605,Total,Teen,50,1.5,8.130410278249816
2022-06-10,pl5_cu,cu,Cast Iron,Pb,271.0136759416605,Total,Toddler,15,0.9,16.26082055649963
2022-06-10,pl5_pb,pb,Cast Iron,Pb,984.2757279106885,"Filtered, <0.45um",Adult,70,2,28.1221636545911
2022-06-10,pl5_pb,pb,Cast Iron,Pb,984.2757279106885,"Filtered, <0.45um",Child,27,1.2,43.74558790714171
2022-06-10,pl5_pb,pb,Cast Iron,Pb,984.2757279106885,"Filtered, <0.45um",Infant,7,0.8,112.48865461836441
2022-06-10,pl5_pb,pb,Cast Iron,Pb,984.2757279106885,"Filtered, <0.45um",Pregnant Adult,65,1.8,27.25686631137291
2022-06-10,pl5_pb,pb,Cast Iron,Pb,984.2757279106885,"Filtered, <0.45um",Teen,50,1.5,29.528271837320652
2022-06-10,pl5_pb,pb,Cast Iron,Pb,984.2757279106885,"Filtered, <0.45um",Toddler,15,0.9,59.056543674641304
2022-06-10,pl5_pb,pb,Cast Iron,Pb,1909.145286654504,Total,Adult,70,2,54.547008190128686
2022-06-10,pl5_pb,pb,Cast Iron,Pb,1909.145286654504,Total,Child,27,1.2,84.85090162908907
2022-06-10,pl5_pb,pb,Cast Iron,Pb,1909.145286654504,Total,Infant,7,0.8,218.18803276051474
2022-06-10,pl5_pb,pb,Cast Iron,Pb,1909.145286654504,Total,Pregnant Adult,65,1.8,52.868638707355494
2022-06-10,pl5_pb,pb,Cast Iron,Pb,1909.145286654504,Total,Teen,50,1.5,57.274358599635114
2022-06-10,pl5_pb,pb,Cast Iron,Pb,1909.145286654504,Total,Toddler,15,0.9,114.54871719927023
2022-06-10,pl6_cu,cu,PVC,Pb,46.77138109396103,Total,Adult,70,2,1.3363251741131723
2022-06-10,pl6_cu,cu,PVC,Pb,46.77138109396103,Total,Child,27,1.2,2.07872804862049
2022-06-10,pl6_cu,cu,PVC,Pb,46.77138109396103,Total,Infant,7,0.8,5.345300696452689
2022-06-10,pl6_cu,cu,PVC,Pb,46.77138109396103,Total,Pregnant Adult,65,1.8,1.2952074764481516
2022-06-10,pl6_cu,cu,PVC,Pb,46.77138109396103,Total,Teen,50,1.5,1.403141432818831
2022-06-10,pl6_cu,cu,PVC,Pb,46.77138109396103,Total,Toddler,15,0.9,2.806282865637662
2022-06-10,pl6_cu,cu,PVC,Pb,60.46909542938766,"Filtered, <0.45um",Adult,70,2,1.7276884408396473
2022-06-10,pl6_cu,cu,PVC,Pb,60.46909542938766,"Filtered, <0.45um",Child,27,1.2,2.6875153524172295
2022-06-10,pl6_cu,cu,PVC,Pb,60.46909542938766,"Filtered, <0.45um",Infant,7,0.8,6.91075376335859
2022-06-10,pl6_cu,cu,PVC,Pb,60.46909542938766,"Filtered, <0.45um",Pregnant Adult,65,1.8,1.6745287965061197
2022-06-10,pl6_cu,cu,PVC,Pb,60.46909542938766,"Filtered, <0.45um",Teen,50,1.5,1.8140728628816296
2022-06-10,pl6_cu,cu,PVC,Pb,60.46909542938766,"Filtered, <0.45um",Toddler,15,0.9,3.6281457257632597
2022-06-10,pl6_pb,pb,PVC,Pb,24.087472363864716,"Filtered, <0.45um",Adult,70,2,0.6882134961104205
2022-06-10,pl6_pb,pb,PVC,Pb,24.087472363864716,"Filtered, <0.45um",Child,27,1.2,1.0705543272828761
2022-06-10,pl6_pb,pb,PVC,Pb,24.087472363864716,"Filtered, <0.45um",Infant,7,0.8,2.752853984441682
2022-06-10,pl6_pb,pb,PVC,Pb,24.087472363864716,"Filtered, <0.45um",Pregnant Adult,65,1.8,0.6670376962300999
2022-06-10,pl6_pb,pb,PVC,Pb,24.087472363864716,"Filtered, <0.45um",Teen,50,1.5,0.7226241709159414
2022-06-10,pl6_pb,pb,PVC,Pb,24.087472363864716,"Filtered, <0.45um",Toddler,15,0.9,1.4452483418318829
2022-06-10,pl6_pb,pb,PVC,Pb,36.798312102876686,Total,Adult,70,2,1.0513803457964768
2022-06-10,pl6_pb,pb,PVC,Pb,36.798312102876686,Total,Child,27,1.2,1.6354805379056303
2022-06-10,pl6_pb,pb,PVC,Pb,36.798312102876686,Total,Infant,7,0.8,4.205521383185907
2022-06-10,pl6_pb,pb,PVC,Pb,36.798312102876686,Total,Pregnant Adult,65,1.8,1.0190301813104314
2022-06-10,pl6_pb,pb,PVC,Pb,36.798312102876686,Total,Teen,50,1.5,1.1039493630863007
2022-06-10,pl6_pb,pb,PVC,Pb,36.798312102876686,Total,Toddler,15,0.9,2.2078987261726013
2022-06-16,pl1_cu,cu,Cast Iron,Pb,84.30646582413263,Total,Adult,70,2,2.4087561664037893
2022-06-16,pl1_cu,cu,Cast Iron,Pb,84.30646582413263,Total,Child,27,1.2,3.7469540366281167
2022-06-16,pl1_cu,cu,Cast Iron,Pb,84.30646582413263,Total,Infant,7,0.8,9.635024665615159
2022-06-16,pl1_cu,cu,Cast Iron,Pb,84.30646582413263,Total,Pregnant Adult,65,1.8,2.334640592052904
2022-06-16,pl1_cu,cu,Cast Iron,Pb,84.30646582413263,Total,Teen,50,1.5,2.529193974723979
2022-06-16,pl1_cu,cu,Cast Iron,Pb,84.30646582413263,Total,Toddler,15,0.9,5.058387949447958
2022-06-16,pl1_pb,pb,Cast Iron,Pb,107.32734041298042,Total,Adult,70,2,3.0664954403708693
2022-06-16,pl1_pb,pb,Cast Iron,Pb,107.32734041298042,Total,Child,27,1.2,4.770104018354686
2022-06-16,pl1_pb,pb,Cast Iron,Pb,107.32734041298042,Total,Infant,7,0.8,12.265981761483477
2022-06-16,pl1_pb,pb,Cast Iron,Pb,107.32734041298042,Total,Pregnant Adult,65,1.8,2.9721417345133037
2022-06-16,pl1_pb,pb,Cast Iron,Pb,107.32734041298042,Total,Teen,50,1.5,3.219820212389412
2022-06-16,pl1_pb,pb,Cast Iron,Pb,107.32734041298042,Total,Toddler,15,0.9,6.439640424778825
2022-06-16,pl2_cu,cu,PVC,Pb,12.750548477207865,Total,Adult,70,2,0.36430138506308185
2022-06-16,pl2_cu,cu,PVC,Pb,12.750548477207865,Total,Child,27,1.2,0.5666910434314606
2022-06-16,pl2_cu,cu,PVC,Pb,12.750548477207865,Total,Infant,7,0.8,1.4572055402523276
2022-06-16,pl2_cu,cu,PVC,Pb,12.750548477207865,Total,Pregnant Adult,65,1.8,0.3530921116765255
2022-06-16,pl2_cu,cu,PVC,Pb,12.750548477207865,Total,Teen,50,1.5,0.38251645431623593
2022-06-16,pl2_cu,cu,PVC,Pb,12.750548477207865,Total,Toddler,15,0.9,0.7650329086324719
2022-06-16,pl2_pb,pb,PVC,Pb,15.415747679781438,Total,Adult,70,2,0.4404499337080411
2022-06-16,pl2_pb,pb,PVC,Pb,15.415747679781438,Total,Child,27,1.2,0.6851443413236195
2022-06-16,pl2_pb,pb,PVC,Pb,15.415747679781438,Total,Infant,7,0.8,1.7617997348321646
2022-06-16,pl2_pb,pb,PVC,Pb,15.415747679781438,Total,Pregnant Adult,65,1.8,0.426897628055486
2022-06-16,pl2_pb,pb,PVC,Pb,15.415747679781438,Total,Teen,50,1.5,0.4624724303934431
2022-06-16,pl2_pb,pb,PVC,Pb,15.415747679781438,Total,Toddler,15,0.9,0.9249448607868863
2022-06-16,pl3_cu,cu,Cast Iron,Pb,36.78172589815357,Total,Adult,70,2,1.0509064542329591
2022-06-16,pl3_cu,cu,Cast Iron,Pb,36.78172589815357,Total,Child,27,1.2,1.6347433732512697
2022-06-16,pl3_cu,cu,Cast Iron,Pb,36.78172589815357,Total,Infant,7,0.8,4.203625816931837
2022-06-16,pl3_cu,cu,Cast Iron,Pb,36.78172589815357,Total,Pregnant Adult,65,1.8,1.0185708710257912
2022-06-16,pl3_cu,cu,Cast Iron,Pb,36.78172589815357,Total,Teen,50,1.5,1.103451776944607
2022-06-16,pl3_cu,cu,Cast Iron,Pb,36.78172589815357,Total,Toddler,15,0.9,2.206903553889214
2022-06-16,pl3_pb,pb,Cast Iron,Pb,16.73270496490444,Total,Adult,70,2,0.4780772847115554
2022-06-16,pl3_pb,pb,Cast Iron,Pb,16.73270496490444,Total,Child,27,1.2,0.7436757762179751
2022-06-16,pl3_pb,pb,Cast Iron,Pb,16.73270496490444,Total,Infant,7,0.8,1.9123091388462217
2022-06-16,pl3_pb,pb,Cast Iron,Pb,16.73270496490444,Total,Pregnant Adult,65,1.8,0.4633672144127383
2022-06-16,pl3_pb,pb,Cast Iron,Pb,16.73270496490444,Total,Teen,50,1.5,0.5019811489471331
2022-06-16,pl3_pb,pb,Cast Iron,Pb,16.73270496490444,Total,Toddler,15,0.9,1.0039622978942664
2022-06-16,pl4_cu,cu,PVC,Pb,91.87814412933439,Total,Adult,70,2,2.625089832266697
2022-06-16,pl4_cu,cu,PVC,Pb,91.87814412933439,Total,Child,27,1.2,4.083473072414861
2022-06-16,pl4_cu,cu,PVC,Pb,91.87814412933439,Total,Infant,7,0.8,10.500359329066788
2022-06-16,pl4_cu,cu,PVC,Pb,91.87814412933439,Total,Pregnant Adult,65,1.8,2.5443178374277218
2022-06-16,pl4_cu,cu,PVC,Pb,91.87814412933439,Total,Teen,50,1.5,2.7563443238800316
2022-06-16,pl4_cu,cu,PVC,Pb,91.87814412933439,Total,Toddler,15,0.9,5.512688647760063
2022-06-16,pl4_pb,pb,PVC,Pb,67.90241072852366,Total,Adult,70,2,1.940068877957819
2022-06-16,pl4_pb,pb,PVC,Pb,67.90241072852366,Total,Child,27,1.2,3.0178849212677186
2022-06-16,pl4_pb,pb,PVC,Pb,67.90241072852366,Total,Infant,7,0.8,7.760275511831276
2022-06-16,pl4_pb,pb,PVC,Pb,67.90241072852366,Total,Pregnant Adult,65,1.8,1.8803744509437321
2022-06-16,pl4_pb,pb,PVC,Pb,67.90241072852366,Total,Teen,50,1.5,2.03707232185571
2022-06-16,pl4_pb,pb,PVC,Pb,67.90241072852366,Total,Toddler,15,0.9,4.07414464371142
2022-06-16,pl5_cu,cu,Cast Iron,Pb,121.36723634264511,Total,Adult,70,2,3.467635324075575
2022-06-16,pl5_cu,cu,Cast Iron,Pb,121.36723634264511,Total,Child,27,1.2,5.394099393006449
2022-06-16,pl5_cu,cu,Cast Iron,Pb,121.36723634264511,Total,Infant,7,0.8,13.870541296302301
2022-06-16,pl5_cu,cu,Cast Iron,Pb,121.36723634264511,Total,Pregnant Adult,65,1.8,3.360938852565557
2022-06-16,pl5_cu,cu,Cast Iron,Pb,121.36723634264511,Total,Teen,50,1.5,3.6410170902793535
2022-06-16,pl5_cu,cu,Cast Iron,Pb,121.36723634264511,Total,Toddler,15,0.9,7.282034180558707
2022-06-16,pl5_pb,pb,Cast Iron,Pb,83.31089925285434,Total,Adult,70,2,2.3803114072244096
2022-06-16,pl5_pb,pb,Cast Iron,Pb,83.31089925285434,Total,Child,27,1.2,3.702706633460193
2022-06-16,pl5_pb,pb,Cast Iron,Pb,83.31089925285434,Total,Infant,7,0.8,9.52124562889764
2022-06-16,pl5_pb,pb,Cast Iron,Pb,83.31089925285434,Total,Pregnant Adult,65,1.8,2.3070710562328895
2022-06-16,pl5_pb,pb,Cast Iron,Pb,83.31089925285434,Total,Teen,50,1.5,2.49932697758563
2022-06-16,pl5_pb,pb,Cast Iron,Pb,83.31089925285434,Total,Toddler,15,0.9,4.998653955171261
2022-06-16,pl6_cu,cu,PVC,Pb,29.81507124995636,Total,Adult,70,2,0.8518591785701818
2022-06-16,pl6_cu,cu,PVC,Pb,29.81507124995636,Total,Child,27,1.2,1.325114277775838
2022-06-16,pl6_cu,cu,PVC,Pb,29.81507124995636,Total,Infant,7,0.8,3.407436714280727
2022-06-16,pl6_cu,cu,PVC,Pb,29.81507124995636,Total,Pregnant Adult,65,1.8,0.8256481269218685
2022-06-16,pl6_cu,cu,PVC,Pb,29.81507124995636,Total,Teen,50,1.5,0.8944521374986908
2022-06-16,pl6_cu,cu,PVC,Pb,29.81507124995636,Total,Toddler,15,0.9,1.7889042749973818
2022-06-16,pl6_pb,pb,PVC,Pb,18.55271484665283,Total,Adult,70,2,0.5300775670472238
2022-06-16,pl6_pb,pb,PVC,Pb,18.55271484665283,Total,Child,27,1.2,0.8245651042956813
2022-06-16,pl6_pb,pb,PVC,Pb,18.55271484665283,Total,Infant,7,0.8,2.120310268188895
2022-06-16,pl6_pb,pb,PVC,Pb,18.55271484665283,Total,Pregnant Adult,65,1.8,0.5137674880611552
2022-06-16,pl6_pb,pb,PVC,Pb,18.55271484665283,Total,Teen,50,1.5,0.5565814453995849
2022-06-16,pl6_pb,pb,PVC,Pb,18.55271484665283,Total,Toddler,15,0.9,1.1131628907991697
2022-06-23,pl1_cu,cu,Cast Iron,Pb,89.52867803871885,Total,Adult,70,2,2.5579622296776816
2022-06-23,pl1_cu,cu,Cast Iron,Pb,89.52867803871885,Total,Child,27,1.2,3.979052357276393
2022-06-23,pl1_cu,cu,Cast Iron,Pb,89.52867803871885,Total,Infant,7,0.8,10.231848918710726
2022-06-23,pl1_cu,cu,Cast Iron,Pb,89.52867803871885,Total,Pregnant Adult,65,1.8,2.479255699533753
2022-06-23,pl1_cu,cu,Cast Iron,Pb,89.52867803871885,Total,Teen,50,1.5,2.6858603411615656
2022-06-23,pl1_cu,cu,Cast Iron,Pb,89.52867803871885,Total,Toddler,15,0.9,5.371720682323131
2022-06-23,pl1_pb,pb,Cast Iron,Pb,139.05517118535747,Total,Adult,70,2,3.973004891010213
2022-06-23,pl1_pb,pb,Cast Iron,Pb,139.05517118535747,Total,Child,27,1.2,6.180229830460331
2022-06-23,pl1_pb,pb,Cast Iron,Pb,139.05517118535747,Total,Infant,7,0.8,15.892019564040854
2022-06-23,pl1_pb,pb,Cast Iron,Pb,139.05517118535747,Total,Pregnant Adult,65,1.8,3.8507585866714376
2022-06-23,pl1_pb,pb,Cast Iron,Pb,139.05517118535747,Total,Teen,50,1.5,4.171655135560724
2022-06-23,pl1_pb,pb,Cast Iron,Pb,139.05517118535747,Total,Toddler,15,0.9,8.343310271121448
2022-06-23,pl2_cu,cu,PVC,Pb,9.36621608064936,Total,Adult,70,2,0.26760617373283885
2022-06-23,pl2_cu,cu,PVC,Pb,9.36621608064936,Total,Child,27,1.2,0.41627627025108266
2022-06-23,pl2_cu,cu,PVC,Pb,9.36621608064936,Total,Infant,7,0.8,1.0704246949313556
2022-06-23,pl2_cu,cu,PVC,Pb,9.36621608064936,Total,Pregnant Adult,65,1.8,0.2593721376179823
2022-06-23,pl2_cu,cu,PVC,Pb,9.36621608064936,Total,Teen,50,1.5,0.2809864824194808
2022-06-23,pl2_cu,cu,PVC,Pb,9.36621608064936,Total,Toddler,15,0.9,0.5619729648389616
2022-06-23,pl2_pb,pb,PVC,Pb,14.528674488916808,Total,Adult,70,2,0.4151049853976231
